"","gene_id","NK1.count.txt","NK2.count.txt","T4.count.txt","T5.count.txt","T6.count.txt","symbols"
"40286","ENSG00000252312",0,0,1,0,0,"RN7SKP21"
"40287","ENSG00000252313",0,0,0,0,0,"RNA5SP281"
"40288","ENSG00000252315",0,0,0,0,0,"RNA5SP520"
"40289","ENSG00000252316",365,1226,674,515,784,"RNY4"
"40290","ENSG00000252317",0,0,0,0,0,NA
"40291","ENSG00000252319",0,0,0,0,0,NA
"40292","ENSG00000252320",0,0,0,0,0,"RNU6-320P"
"40293","ENSG00000252321",2,0,0,0,0,"RN7SKP83"
"40294","ENSG00000252322",0,0,0,0,0,"RN7SKP244"
"40295","ENSG00000252323",0,0,0,0,0,"RNU6-184P"
"40296","ENSG00000252325",0,0,0,0,0,"RNU6-1038P"
"40297","ENSG00000252326",0,0,0,0,0,"SNORD116-25"
"40298","ENSG00000252328",0,0,0,0,0,NA
"40299","ENSG00000252329",0,0,0,0,0,NA
"40300","ENSG00000252332",1,0,0,0,0,"RNU6-911P"
"40301","ENSG00000252333",2,0,2,0,0,"RNU6-964P"
"40302","ENSG00000252334",1,2,1,1,6,"RNU6-1337P"
"40303","ENSG00000252335",0,0,0,0,0,"RNU6-62P"
"40304","ENSG00000252336",0,0,1,0,0,"RNA5SP148"
"40305","ENSG00000252337",0,0,0,0,0,NA
"40306","ENSG00000252338",1,0,0,0,4,"RNU6-503P"
"40307","ENSG00000252339",0,3,1,2,0,"RNU6-1061P"
"40308","ENSG00000252341",3,0,1,1,1,NA
"40309","ENSG00000252342",2,2,1,1,1,"RNA5SP164"
"40310","ENSG00000252343",2,8,9,4,7,"RNU2-34P"
"40311","ENSG00000252346",0,0,1,0,0,"RNA5SP121"
"40312","ENSG00000252347",2,1,1,0,0,"RNU6-1046P"
"40313","ENSG00000252348",1,0,0,1,0,"RNU6-1256P"
"40314","ENSG00000252349",2,1,0,0,0,NA
"40315","ENSG00000252350",2,0,1,0,0,"RPPH1-3P"
"40316","ENSG00000252351",0,7,9,1,0,"RNU6ATAC12P"
"40317","ENSG00000252352",0,0,0,0,0,NA
"40318","ENSG00000252353",0,0,0,0,0,"RNU7-25P"
"40319","ENSG00000252355",0,0,0,0,0,"RN7SKP287"
"40320","ENSG00000252357",0,2,0,0,0,NA
"40321","ENSG00000252358",0,0,3,0,0,"RN7SKP135"
"40322","ENSG00000252361",9,36,33,10,22,"RNU6-118P"
"40323","ENSG00000252362",0,0,0,0,0,"RNU6-506P"
"40324","ENSG00000252363",0,2,0,0,0,"RNU7-43P"
"40325","ENSG00000252364",1,1,0,1,0,"RNA5SP360"
"40326","ENSG00000252366",3,1,0,0,0,"RNA5SP367"
"40327","ENSG00000252367",2,0,0,1,2,NA
"40328","ENSG00000252368",0,0,1,0,0,"RNA5SP43"
"40329","ENSG00000252369",0,0,0,0,0,"RNU7-51P"
"40330","ENSG00000252370",0,0,0,0,0,"RNA5SP438"
"40331","ENSG00000252371",0,0,0,0,0,"RNU6-725P"
"40332","ENSG00000252373",2,1,0,1,0,"RNU6-358P"
"40333","ENSG00000252374",0,0,0,0,0,NA
"40334","ENSG00000252376",4,3,0,2,3,"RNA5SP395"
"40335","ENSG00000252377",3,0,0,0,0,"RNU6-504P"
"40336","ENSG00000252383",2,0,0,0,0,"RNU6-314P"
"40337","ENSG00000252385",0,0,0,0,0,"RNU6-68P"
"40338","ENSG00000252386",1,0,2,0,0,"RNU6-1018P"
"40339","ENSG00000252390",2,2,0,0,0,"RNU5F-4P"
"40340","ENSG00000252391",1,21,6,6,10,"RNU6-638P"
"40341","ENSG00000252393",1,2,3,2,2,"RNU6-1004P"
"40342","ENSG00000252395",0,0,1,0,0,"RNU6-1007P"
"40343","ENSG00000252396",1,1,0,2,6,"RN7SKP195"
"40344","ENSG00000252397",0,0,0,0,0,"RNU5A-4P"
"40345","ENSG00000252398",2,0,0,0,0,NA
"40346","ENSG00000252400",1,1,1,0,0,"RNU6-1291P"
"40347","ENSG00000252401",2,3,0,1,1,"RNU4ATAC6P"
"40348","ENSG00000252404",0,2,0,0,0,NA
"40349","ENSG00000252407",0,0,0,0,0,"RNU7-183P"
"40350","ENSG00000252408",1,0,0,0,0,NA
"40351","ENSG00000252409",0,0,1,1,2,NA
"40352","ENSG00000252410",0,0,0,0,0,NA
"40353","ENSG00000252411",0,0,0,0,0,"RNU6-1087P"
"40354","ENSG00000252412",1,3,0,0,0,NA
"40355","ENSG00000252413",0,1,0,0,0,"RNU7-121P"
"40356","ENSG00000252414",3,12,5,1,1,"RNU6-100P"
"40357","ENSG00000252415",0,1,0,0,0,"RNU6-1012P"
"40358","ENSG00000252416",0,0,0,0,0,"RNU6-885P"
"40359","ENSG00000252417",1,0,0,1,0,"RNU7-179P"
"40360","ENSG00000252420",0,0,0,0,0,NA
"40361","ENSG00000252421",2,0,1,0,0,"RNU6-1069P"
"40362","ENSG00000252422",0,0,0,0,0,"RNA5SP476"
"40363","ENSG00000252423",0,1,0,1,0,"RNU6-229P"
"40364","ENSG00000252424",0,1,0,0,0,"RNA5SP384"
"40365","ENSG00000252425",0,0,0,0,0,NA
"40366","ENSG00000252426",0,0,0,0,0,"RNU1-107P"
"40367","ENSG00000252427",0,2,2,1,0,NA
"40368","ENSG00000252428",1,0,0,0,0,"RNA5SP285"
"40369","ENSG00000252429",0,0,0,0,0,NA
"40370","ENSG00000252431",2,3,2,0,0,"RNU6-1247P"
"40371","ENSG00000252433",0,0,0,0,0,NA
"40372","ENSG00000252436",2,0,0,0,0,NA
"40373","ENSG00000252437",0,0,0,0,0,"RNA5SP459"
"40374","ENSG00000252438",2,1,1,1,2,NA
"40375","ENSG00000252441",0,0,0,0,0,NA
"40376","ENSG00000252443",2,1,1,0,0,NA
"40377","ENSG00000252444",0,1,0,0,0,"RNU6-344P"
"40378","ENSG00000252446",2,1,0,0,0,"RNU6-405P"
"40379","ENSG00000252448",0,0,0,0,0,NA
"40380","ENSG00000252449",1,1,0,0,0,"RNU6-139P"
"40381","ENSG00000252450",0,0,0,0,0,NA
"40382","ENSG00000252451",0,1,0,1,6,"RNA5SP168"
"40383","ENSG00000252452",0,9,6,4,6,"RNU6-107P"
"40384","ENSG00000252454",0,0,0,0,0,"MIR2114"
"40385","ENSG00000252456",1,2,1,0,2,"RNA5SP434"
"40386","ENSG00000252457",0,0,0,0,0,"RNU7-65P"
"40387","ENSG00000252458",0,0,0,0,0,NA
"40388","ENSG00000252459",2,1,0,0,0,NA
"40389","ENSG00000252460",0,0,0,0,0,"RNU6-635P"
"40390","ENSG00000252461",4,1,0,0,0,NA
"40391","ENSG00000252462",0,0,0,0,0,"RNU6-113P"
"40392","ENSG00000252464",1,3,3,1,1,"RN7SKP70"
"40393","ENSG00000252466",2,0,1,0,0,"MIR2115"
"40394","ENSG00000252467",0,0,0,0,0,"RNU6-347P"
"40395","ENSG00000252468",0,0,0,0,0,"RNU2-57P"
"40396","ENSG00000252469",0,0,0,0,0,"RNU7-160P"
"40397","ENSG00000252470",0,0,1,0,0,"RNU6-551P"
"40398","ENSG00000252472",0,0,0,0,0,"RNU6-521P"
"40399","ENSG00000252473",4,15,7,23,11,NA
"40400","ENSG00000252474",1,1,0,0,0,"RNU6-539P"
"40401","ENSG00000252475",0,0,0,0,0,"RNU6-1332P"
"40402","ENSG00000252479",0,0,0,0,0,"RNA5SP309"
"40403","ENSG00000252480",0,0,0,0,1,"RNU6-719P"
"40404","ENSG00000252481",0,0,0,0,0,"SCARNA13"
"40405","ENSG00000252482",0,0,0,0,0,"RNU7-22P"
"40406","ENSG00000252483",3,0,0,0,0,"RNU6-1178P"
"40407","ENSG00000252484",0,0,0,0,0,"RN7SKP49"
"40408","ENSG00000252485",0,0,0,1,1,NA
"40409","ENSG00000252486",0,0,0,0,0,NA
"40410","ENSG00000252487",0,0,0,0,1,"RNY4P20"
"40411","ENSG00000252489",0,0,0,0,0,"RNU6-197P"
"40412","ENSG00000252490",0,0,0,0,0,"RN7SKP66"
"40413","ENSG00000252491",0,0,0,0,0,"RNU1-142P"
"40414","ENSG00000252494",2,8,6,1,2,"RNU6-126P"
"40415","ENSG00000252496",2,3,3,1,3,"RNA5SP33"
"40416","ENSG00000252497",0,0,0,1,0,"RPPH1-2P"
"40417","ENSG00000252498",9,18,17,4,33,"RNU6-1016P"
"40418","ENSG00000252499",0,0,0,0,0,"RNU6-63P"
"40419","ENSG00000252501",0,0,0,0,0,"RNU4-77P"
"40420","ENSG00000252503",1,2,2,2,0,"RNU6-531P"
"40421","ENSG00000252505",0,0,0,0,0,NA
"40422","ENSG00000252506",3,0,0,0,0,"RNU6-180P"
"40423","ENSG00000252507",0,0,0,0,0,"RNU7-81P"
"40424","ENSG00000252508",0,0,1,0,2,"RNU4ATAC3P"
"40425","ENSG00000252509",0,0,0,3,0,"RNA5SP271"
"40426","ENSG00000252510",0,4,0,0,0,"RNA5SP55"
"40427","ENSG00000252512",0,0,0,0,0,"RNA5SP206"
"40428","ENSG00000252513",0,0,0,0,0,"RNU1-128P"
"40429","ENSG00000252514",1,0,1,0,0,"RNU7-53P"
"40430","ENSG00000252515",0,0,0,0,0,"RNU6-1171P"
"40431","ENSG00000252516",0,0,0,0,0,"RNA5SP82"
"40432","ENSG00000252517",0,0,0,0,0,NA
"40433","ENSG00000252519",0,0,0,0,0,"RNU6-783P"
"40434","ENSG00000252521",0,0,0,0,0,"RNU5D-2P"
"40435","ENSG00000252523",0,2,1,2,0,"RNU6-267P"
"40436","ENSG00000252524",0,2,0,0,0,NA
"40437","ENSG00000252526",0,0,1,0,0,NA
"40438","ENSG00000252530",0,0,0,0,0,"RNU6-965P"
"40439","ENSG00000252532",0,0,1,0,0,"RNU7-193P"
"40440","ENSG00000252533",0,2,0,2,0,"RNU6-572P"
"40441","ENSG00000252534",1,0,0,0,0,NA
"40442","ENSG00000252535",0,0,0,0,0,"RNA5SP254"
"40443","ENSG00000252537",0,0,0,0,0,NA
"40444","ENSG00000252539",0,0,0,0,0,"RNA5SP462"
"40445","ENSG00000252540",0,0,0,1,1,"RNU6-919P"
"40446","ENSG00000252542",0,0,0,0,0,"SNORD36C"
"40447","ENSG00000252544",0,0,0,0,0,"RNU6-1282P"
"40448","ENSG00000252545",1,2,1,0,0,"RNU6-362P"
"40449","ENSG00000252546",0,3,1,0,1,"RNA5SP466"
"40450","ENSG00000252548",0,0,0,0,0,"RNU7-149P"
"40451","ENSG00000252549",0,6,2,0,10,"RNU6-759P"
"40452","ENSG00000252550",0,0,0,0,0,NA
"40453","ENSG00000252552",2,0,0,0,0,"RNU6-307P"
"40454","ENSG00000252553",0,0,0,0,0,"RNA5SP73"
"40455","ENSG00000252554",1,5,3,0,0,"RNU6-861P"
"40456","ENSG00000252555",0,1,0,0,0,"RNU6-567P"
"40457","ENSG00000252556",1,0,0,0,0,"RNU6-256P"
"40458","ENSG00000252558",0,0,0,0,0,"RNU6-914P"
"40459","ENSG00000252560",0,0,0,0,0,"RNU4-18P"
"40460","ENSG00000252561",0,0,0,0,0,"RNU1-125P"
"40461","ENSG00000252562",2,0,0,0,0,"RNU6-922P"
"40462","ENSG00000252563",0,0,0,0,0,"RNA5SP45"
"40463","ENSG00000252568",2,11,7,1,1,"RNU7-28P"
"40464","ENSG00000252569",0,0,1,0,0,NA
"40465","ENSG00000252574",0,0,0,0,0,NA
"40466","ENSG00000252577",12,56,14,17,17,"SCARNA20"
"40467","ENSG00000252578",0,0,0,0,0,"RNU6-135P"
"40468","ENSG00000252580",0,0,1,0,0,NA
"40469","ENSG00000252581",1,0,0,0,0,"RNU6-1098P"
"40470","ENSG00000252582",1,0,0,0,0,NA
"40471","ENSG00000252583",0,0,0,0,0,"MIR514B"
"40472","ENSG00000252585",0,2,4,2,1,NA
"40473","ENSG00000252587",0,0,0,0,0,"RNA5SP422"
"40474","ENSG00000252590",0,0,0,0,0,"RNU7-143P"
"40475","ENSG00000252591",1,0,0,0,0,"RNA5SP468"
"40476","ENSG00000252593",0,2,0,0,0,"RNU6-1224P"
"40477","ENSG00000252594",1,2,1,1,0,"RNU6-656P"
"40478","ENSG00000252595",0,0,0,0,0,"RN7SKP82"
"40479","ENSG00000252597",0,0,0,0,0,"RNU7-137P"
"40480","ENSG00000252598",0,0,0,0,0,"RNA5SP460"
"40481","ENSG00000252599",0,0,1,0,0,"RNU6-566P"
"40482","ENSG00000252601",0,0,0,0,0,NA
"40483","ENSG00000252603",0,1,0,0,0,"RNU6ATAC22P"
"40484","ENSG00000252604",0,0,0,0,0,"RNU2-44P"
"40485","ENSG00000252606",0,0,0,0,0,"RNU6-1150P"
"40486","ENSG00000252607",0,1,1,0,0,NA
"40487","ENSG00000252608",3,2,1,1,0,"RNU6-1191P"
"40488","ENSG00000252611",0,0,0,0,2,"RNU6-1121P"
"40489","ENSG00000252612",0,3,2,0,5,NA
"40490","ENSG00000252614",0,2,2,0,2,"RNU6-807P"
"40491","ENSG00000252615",0,1,0,0,2,NA
"40492","ENSG00000252618",0,1,0,0,0,"RNA5SP441"
"40493","ENSG00000252619",0,0,0,0,0,"RNU6-1149P"
"40494","ENSG00000252620",1,1,1,0,0,"RNU6ATAC24P"
"40495","ENSG00000252621",0,0,0,0,0,NA
"40496","ENSG00000252622",0,2,4,1,0,"RNU6-881P"
"40497","ENSG00000252623",0,0,0,0,0,"RNA5SP481"
"40498","ENSG00000252624",0,2,0,0,0,"RNA5SP409"
"40499","ENSG00000252625",0,0,0,0,0,"RNU1-40P"
"40500","ENSG00000252626",1,0,0,0,0,"RNU6-1308P"
"40501","ENSG00000252627",6,15,11,2,3,"RNU6-122P"
"40502","ENSG00000252628",1,1,1,0,0,"RNU6-453P"
"40503","ENSG00000252633",0,0,0,0,0,"RN7SKP282"
"40504","ENSG00000252634",0,0,0,0,0,"RN7SKP219"
"40505","ENSG00000252635",0,0,0,0,0,"RNU2-56P"
"40506","ENSG00000252636",0,5,5,3,7,"RNU6-826P"
"40507","ENSG00000252637",0,0,0,0,0,"RNA5SP268"
"40508","ENSG00000252639",1,1,0,1,0,"RNU2-24P"
"40509","ENSG00000252640",0,1,1,0,0,NA
"40510","ENSG00000252641",1,0,0,0,1,"RNU6-678P"
"40511","ENSG00000252642",0,0,0,0,0,"RNA5SP137"
"40512","ENSG00000252643",0,0,3,0,5,"RNU6-1136P"
"40513","ENSG00000252644",5,0,1,0,0,"RNU7-30P"
"40514","ENSG00000252645",0,0,1,0,0,"RNU7-111P"
"40515","ENSG00000252647",0,0,0,0,0,"RNA5SP416"
"40516","ENSG00000252649",2,0,0,0,1,"RNA5SP480"
"40517","ENSG00000252650",1,0,0,0,0,"RNA5SP75"
"40518","ENSG00000252651",0,0,0,1,0,"RNU6-557P"
"40519","ENSG00000252652",0,1,2,1,0,NA
"40520","ENSG00000252653",1,2,1,0,0,"RNA5SP444"
"40521","ENSG00000252654",1,1,0,0,0,"RNU7-6P"
"40522","ENSG00000252655",1,2,0,0,0,NA
"40523","ENSG00000252656",0,0,0,0,0,"RN7SKP88"
"40524","ENSG00000252657",0,0,0,1,0,NA
"40525","ENSG00000252658",0,1,1,2,3,"RNU6-786P"
"40526","ENSG00000252659",2,4,3,0,0,"RNU6-1088P"
"40527","ENSG00000252660",0,0,1,1,0,NA
"40528","ENSG00000252661",0,1,0,0,0,"RNU6-782P"
"40529","ENSG00000252667",0,0,0,0,0,NA
"40530","ENSG00000252671",1,0,0,0,0,NA
"40531","ENSG00000252673",1,0,0,0,0,"RNA5SP421"
"40532","ENSG00000252674",0,2,0,0,0,"RNA5SP102"
"40533","ENSG00000252677",1,1,1,2,3,NA
"40534","ENSG00000252680",2,0,1,0,0,"RNA5SP449"
"40535","ENSG00000252681",0,0,0,0,0,"RNU1-97P"
"40536","ENSG00000252682",3,2,1,1,0,NA
"40537","ENSG00000252684",1,0,0,0,3,"RNU6ATAC36P"
"40538","ENSG00000252685",2,7,2,0,0,"RNU6-928P"
"40539","ENSG00000252686",1,0,0,1,0,"RNU6-1234P"
"40540","ENSG00000252688",1,0,0,0,0,"RNU6-579P"
"40541","ENSG00000252689",0,0,0,0,0,NA
"40542","ENSG00000252690",19,28,9,13,24,NA
"40543","ENSG00000252691",0,1,0,0,0,NA
"40544","ENSG00000252692",1,0,0,0,0,NA
"40545","ENSG00000252693",0,0,0,0,0,NA
"40546","ENSG00000252695",1,3,2,1,1,"MIR2276"
"40547","ENSG00000252696",1,0,0,0,0,"RNA5SP34"
"40548","ENSG00000252697",1,1,0,0,0,"RN7SKP209"
"40549","ENSG00000252699",0,0,0,0,0,"SNORA21B"
"40550","ENSG00000252700",0,0,1,0,1,"RNU7-110P"
"40551","ENSG00000252704",0,0,0,0,0,"RN7SKP277"
"40552","ENSG00000252705",1,0,0,0,0,"RNU6-175P"
"40553","ENSG00000252707",0,1,0,0,0,"RNU11-2P"
"40554","ENSG00000252710",1,0,0,0,0,"RNU6-295P"
"40555","ENSG00000252711",0,0,0,1,1,"RN7SKP116"
"40556","ENSG00000252712",5,18,12,34,15,"SCARNA14"
"40557","ENSG00000252713",0,0,1,0,0,"RNU6-1198P"
"40558","ENSG00000252714",0,0,0,0,0,"RNA5SP392"
"40559","ENSG00000252716",0,0,0,0,0,"RN7SKP260"
"40560","ENSG00000252717",0,0,0,0,0,"RNU6-352P"
"40561","ENSG00000252718",3,0,0,0,1,"RNU6-612P"
"40562","ENSG00000252719",1,0,0,1,0,NA
"40563","ENSG00000252720",2,0,0,0,0,"RNU6-1258P"
"40564","ENSG00000252721",0,0,0,0,0,"RNU6-798P"
"40565","ENSG00000252722",1,1,0,0,0,NA
"40566","ENSG00000252723",0,0,0,0,0,"RNU6-677P"
"40567","ENSG00000252724",0,0,0,0,0,NA
"40568","ENSG00000252725",1,0,1,0,0,"RNU6-765P"
"40569","ENSG00000252726",0,1,0,0,0,"RNA5SP94"
"40570","ENSG00000252727",0,0,0,0,0,NA
"40571","ENSG00000252729",0,0,0,1,0,"RNU6-971P"
"40572","ENSG00000252734",0,0,1,0,0,"RNU6-980P"
"40573","ENSG00000252735",0,0,0,0,0,"RNU6-528P"
"40574","ENSG00000252739",3,4,2,0,1,"RNU7-151P"
"40575","ENSG00000252742",0,0,0,0,0,NA
"40576","ENSG00000252743",0,1,0,0,0,"RNU6-850P"
"40577","ENSG00000252744",0,0,0,0,0,NA
"40578","ENSG00000252745",0,0,0,0,0,"RNA5SP143"
"40579","ENSG00000252746",2,0,0,0,0,"RNU6-273P"
"40580","ENSG00000252747",1,0,0,0,0,"RNA5SP364"
"40581","ENSG00000252749",1,2,0,0,0,"RNU7-116P"
"40582","ENSG00000252750",0,0,0,0,0,"RNU7-70P"
"40583","ENSG00000252751",0,2,3,0,0,"RNU6-143P"
"40584","ENSG00000252752",0,0,1,0,0,"RNU6-210P"
"40585","ENSG00000252755",0,0,2,0,1,"RNU6-703P"
"40586","ENSG00000252756",1,0,1,0,1,"RNU6-577P"
"40587","ENSG00000252757",3,4,3,1,3,"RN7SKP96"
"40588","ENSG00000252758",1,2,0,1,0,"RNU6-445P"
"40589","ENSG00000252759",1,7,3,2,9,NA
"40590","ENSG00000252760",0,0,0,0,0,"RNA5SP54"
"40591","ENSG00000252761",1,0,0,1,0,NA
"40592","ENSG00000252762",0,0,1,0,0,NA
"40593","ENSG00000252763",0,1,0,1,0,"RNU2-31P"
"40594","ENSG00000252764",2,0,0,0,0,"RNU6-1092P"
"40595","ENSG00000252765",1,0,1,0,0,NA
"40596","ENSG00000252766",0,0,0,0,0,"RNU6-255P"
"40597","ENSG00000252767",1,0,0,0,0,"RNU6-250P"
"40598","ENSG00000252768",4,4,10,0,7,"RNU6-856P"
"40599","ENSG00000252769",0,0,0,0,1,"RNU6-943P"
"40600","ENSG00000252770",0,0,0,0,0,"RNU7-4P"
"40601","ENSG00000252772",0,1,0,0,0,"RNU6-714P"
"40602","ENSG00000252774",0,1,0,0,0,NA
"40603","ENSG00000252776",1,0,0,1,0,"RNU4ATAC10P"
"40604","ENSG00000252777",0,1,1,1,1,NA
"40605","ENSG00000252778",0,0,0,0,0,NA
"40606","ENSG00000252779",0,1,0,1,2,"RNU6-182P"
"40607","ENSG00000252780",0,0,0,0,0,"RNA5SP471"
"40608","ENSG00000252782",4,14,7,9,14,"RNU6-341P"
"40609","ENSG00000252783",0,0,1,0,0,"RNU6-835P"
"40610","ENSG00000252784",2,0,0,0,0,NA
"40611","ENSG00000252787",0,0,0,0,0,NA
"40612","ENSG00000252794",1,0,0,0,0,"RN7SKP60"
"40613","ENSG00000252795",0,0,3,1,2,"RNU6-56P"
"40614","ENSG00000252796",1,0,0,0,0,"RNU7-11P"
"40615","ENSG00000252797",3,0,0,0,0,"RN7SKP272"
"40616","ENSG00000252798",0,1,0,0,0,NA
"40617","ENSG00000252800",0,0,0,0,0,NA
"40618","ENSG00000252802",0,0,0,0,0,NA
"40619","ENSG00000252804",0,0,0,1,0,NA
"40620","ENSG00000252806",0,0,0,0,0,"RNA5SP420"
"40621","ENSG00000252807",0,0,0,0,0,"RNU6-1006P"
"40622","ENSG00000252810",0,0,0,0,0,"RNU6-345P"
"40623","ENSG00000252812",2,0,0,0,0,"RN7SKP2"
"40624","ENSG00000252814",0,0,0,0,0,"RN7SKP233"
"40625","ENSG00000252815",0,0,0,0,0,"RNU6-410P"
"40626","ENSG00000252816",0,0,0,0,0,"RNA5SP337"
"40627","ENSG00000252820",0,0,0,0,0,NA
"40628","ENSG00000252821",0,0,0,0,1,"RNU6-388P"
"40629","ENSG00000252822",0,0,0,1,0,NA
"40630","ENSG00000252823",0,0,0,0,0,"RNU6-148P"
"40631","ENSG00000252824",0,0,0,0,0,NA
"40632","ENSG00000252826",1,0,2,1,1,"RNVU1-23"
"40633","ENSG00000252827",2,0,0,1,2,"RN7SKP11"
"40634","ENSG00000252828",0,0,0,0,0,"RNA5SP135"
"40635","ENSG00000252830",0,0,1,0,0,"RNA5SP533"
"40636","ENSG00000252832",0,0,0,0,0,"RNU6-1212P"
"40637","ENSG00000252833",0,0,0,0,0,"RNA5SP186"
"40638","ENSG00000252835",97,206,175,111,131,"SCARNA21"
"40639","ENSG00000252837",1,2,0,0,0,"RN7SKP99"
"40640","ENSG00000252839",0,0,0,0,0,NA
"40641","ENSG00000252840",0,2,0,0,1,NA
"40642","ENSG00000252845",0,0,1,0,0,"RNA5SP101"
"40643","ENSG00000252847",0,0,0,0,0,"RNU2-46P"
"40644","ENSG00000252848",4,0,0,0,0,"RNA5SP230"
"40645","ENSG00000252850",3,0,0,0,0,NA
"40646","ENSG00000252852",0,0,0,0,0,NA
"40647","ENSG00000252854",0,0,0,0,0,"RN7SKP5"
"40648","ENSG00000252856",1,1,0,0,0,"RNA5SP503"
"40649","ENSG00000252857",0,1,2,1,0,"RNU6-389P"
"40650","ENSG00000252858",1,0,0,0,0,"RNU6-1271P"
"40651","ENSG00000252859",1,1,4,1,2,"RNU6-375P"
"40652","ENSG00000252860",0,0,1,2,5,"RNU6-570P"
"40653","ENSG00000252861",0,0,0,0,0,"RNU6-448P"
"40654","ENSG00000252863",6,2,1,2,0,"RNU6-1183P"
"40655","ENSG00000252864",0,0,0,0,1,"RNA5SP278"
"40656","ENSG00000252866",0,0,0,0,0,"RNA5SP243"
"40657","ENSG00000252867",0,0,1,0,0,"RNU6-909P"
"40658","ENSG00000252868",1,0,1,0,0,NA
"40659","ENSG00000252870",1,0,1,0,0,NA
"40660","ENSG00000252872",0,0,0,0,0,"RNU7-188P"
"40661","ENSG00000252874",7,5,9,5,8,NA
"40662","ENSG00000252877",0,0,0,0,0,"RNA5SP312"
"40663","ENSG00000252879",0,2,0,0,0,"RN7SKP98"
"40664","ENSG00000252881",2,0,2,0,0,"RNU6-334P"
"40665","ENSG00000252882",0,0,0,1,0,"RNU6-1137P"
"40666","ENSG00000252884",1,0,0,0,0,"RNU6-1213P"
"40667","ENSG00000252886",2,0,1,0,0,"RN7SKP197"
"40668","ENSG00000252887",0,0,1,0,0,"RNU6-430P"
"40669","ENSG00000252888",0,0,0,0,0,NA
"40670","ENSG00000252889",0,0,0,0,0,"RNU6-1236P"
"40671","ENSG00000252890",0,0,0,0,0,"RNU6-699P"
"40672","ENSG00000252891",1,0,0,1,0,NA
"40673","ENSG00000252892",2,1,6,0,4,"RNU6-548P"
"40674","ENSG00000252894",0,0,0,0,0,NA
"40675","ENSG00000252897",0,0,0,0,0,"RNU6-685P"
"40676","ENSG00000252898",0,0,0,0,0,"RNU6-1096P"
"40677","ENSG00000252900",0,0,0,0,0,"RNU6-303P"
"40678","ENSG00000252902",0,0,2,0,0,"RNA5SP342"
"40679","ENSG00000252903",0,0,1,0,0,"RNU6-894P"
"40680","ENSG00000252904",1,0,0,0,0,NA
"40681","ENSG00000252905",1,0,0,0,0,"RNA5SP330"
"40682","ENSG00000252906",17,55,50,24,20,"SCARNA3"
"40683","ENSG00000252908",6,8,3,3,4,"RNU6-1003P"
"40684","ENSG00000252909",0,0,0,0,0,"RNU6-201P"
"40685","ENSG00000252913",0,0,0,0,0,"RNU6-158P"
"40686","ENSG00000252914",9,10,10,12,16,"RNU6-789P"
"40687","ENSG00000252915",0,0,0,0,0,NA
"40688","ENSG00000252916",0,2,2,1,2,"RNU6-762P"
"40689","ENSG00000252917",0,0,1,0,0,NA
"40690","ENSG00000252919",1,0,1,0,1,NA
"40691","ENSG00000252920",0,0,0,0,0,NA
"40692","ENSG00000252922",6,0,3,0,0,"RNU6-365P"
"40693","ENSG00000252923",0,0,1,0,0,NA
"40694","ENSG00000252927",0,0,0,0,0,"RNA5SP404"
"40695","ENSG00000252928",0,0,0,0,0,"RNU6-64P"
"40696","ENSG00000252929",0,0,0,0,0,"RNU6-218P"
"40697","ENSG00000252930",1,1,2,0,0,"RNU6-1015P"
"40698","ENSG00000252931",0,0,0,0,0,"RNU6-231P"
"40699","ENSG00000252933",1,1,2,2,0,"RNU6-1223P"
"40700","ENSG00000252934",1,1,0,0,0,"RNU7-172P"
"40701","ENSG00000252935",0,0,0,0,0,"RNU6-1220P"
"40702","ENSG00000252936",0,0,0,0,0,"RNA5SP423"
"40703","ENSG00000252937",0,0,0,0,0,"RNU6-1270P"
"40704","ENSG00000252941",0,0,0,2,3,"RNA5SP340"
"40705","ENSG00000252942",0,0,1,0,0,"RNA5SP290"
"40706","ENSG00000252943",0,0,0,0,0,"RNU6-264P"
"40707","ENSG00000252944",0,0,0,0,0,"RNU6-897P"
"40708","ENSG00000252945",2,0,0,0,0,NA
"40709","ENSG00000252947",92,225,136,140,142,"SCARNA1"
"40710","ENSG00000252948",0,0,0,0,0,"RNU6-1314P"
"40711","ENSG00000252950",0,0,0,0,0,"RNA5SP490"
"40712","ENSG00000252951",0,0,0,0,0,"RNA5SP165"
"40713","ENSG00000252952",0,0,0,0,0,NA
"40714","ENSG00000252953",0,1,0,0,0,"RNU6-232P"
"40715","ENSG00000252955",0,0,0,2,0,"RNU4ATAC9P"
"40716","ENSG00000252956",0,0,0,0,0,"RNA5SP40"
"40717","ENSG00000252957",0,0,0,0,0,"RNA5SP402"
"40718","ENSG00000252959",0,0,0,0,0,"RNA5SP170"
"40719","ENSG00000252960",1,0,0,1,0,"RN7SKP258"
"40720","ENSG00000252962",1,0,0,0,0,"RNU6-993P"
"40721","ENSG00000252963",2,0,0,0,0,"RN7SKP147"
"40722","ENSG00000252964",1,1,0,0,0,"RNA5SP400"
"40723","ENSG00000252965",3,5,2,2,5,NA
"40724","ENSG00000252969",0,0,0,0,0,NA
"40725","ENSG00000252970",0,0,0,0,0,"RNA5SP159"
"40726","ENSG00000252971",0,6,6,3,2,"RNU6-1057P"
"40727","ENSG00000252973",0,0,0,0,0,"RNU6-1028P"
"40728","ENSG00000252975",0,0,0,0,0,NA
